artist.name,artist_mbtags,artist_mbtags_count,duration,familiarity,loudness,release.name,tempo,terms,title,year,,,,,
Lily Allen,uk,2,264.69832,0.916058239,-5.871,Alright_ Still (Deluxe),156.097,ska,U Killed It,2006,,,,,
Pentangle,,0,228.51873,0.547078569,-12.053,Light Flight - The Anthology,179.501,british invasion,Rain And Snow,0,,,,,
DJ Dips,,0,240.3522,0.392570166,-6.248,This DJ,86.689,turnablism,Gerra De De,0,,,,,
Ana Bekuta,,0,145.57995,0.326699728,-13.703,Zlatni hitovi '90 1,160.261,pop folk,Kako mi je pitas sad,0,,,,,
Jason Miles,,0,235.80689,0.458055179,-9.716,Miles To Miles,101.03,jazz fusion,Voices On The Corner,0,,,,,
Busdriver,hip hop rnb and dance hall,1,192.1824,0.618002715,-6.258,RoadKillOvercoat,155.038,alternative hip hop,(Bloody Paw On The) Kill Floor,2007,,,,,
Byther Smith,,0,418.87302,0.465194733,-11.702,Addressing The Nation With The Blues,117.168,chicago blues,I Wish My Mother Was Here,1989,,,,,
Bebo & Cigala,world,1,198.26893,0.483703807,-14.509,Lagrimas Negras,132.967,latin jazz,Inolvidable,2003,,,,,
Bizarre Inc,,0,420.10077,0.633817882,-9.062,Surprise,139.91,breakbeat,Miracle,1996,,,,,
Bongzilla,american,1,397.26975,0.574400789,-6.788,Apogee,95.882,stoner metal,Witch Weed (Live),1999,,,,,
The Gone Jackals,,0,229.79873,0.44104996,-12.772,Bone To Pick,135.175,blues-rock,Not Buried Deep Enough,1995,,,,,
The Willis Brothers,,0,150.64771,0.334628878,-9.258,Strictly Trucking,121.983,western swing,Give Me 40 Acres (To Turn This Rig Around),0,,,,,
Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd,,0,286.14485,0.560411686,-24.597,Music Of The Brazilian Masters,169.775,latin jazz,Ernesto Nazareth,0,,,,,
S.U.P,french,1,384.70485,0.406166635,-8.161,To Live Alone,137.862,doom metal,The Cube (Live),2001,,,,,
Boogie Pimps,pop and chart,1,415.03302,0.62799739,-6.751,PeeBoy EP,83.326,hard house,Get Back Down,0,,,,,
Brian Keane,,0,133.53751,0.453171007,-29.295,The Way West,117.667,world beat,Battle Of The Rosebud / Cries,0,,,,,
Aberdeen,,0,266.70975,0.583773265,-12.658,Suburban,90.908,twee pop,Beyond the Light,0,,,,,
The Killers,rock and indie,1,284.3424,0.918451789,-6.546,Hitzone 49,151.953,rock,Spaceman,2008,,,,,
Gloriana,,0,179.06893,0.73699197,-17.522,Il meglio di Gloriana,161.054,teen pop,Pulecenella 'e mA2,0,,,,,
Butterfly Temple,,0,100.5971,0.511000944,-10.777,Za Solntsem Vsled,159.895,doom metal,Iskorosten' (instr.),0,,,,,
Grant Geissman,production music,1,320.60036,0.422971308,-9.993,Time Will Tell,128.219,smooth jazz,Big Stax/High Volts (Album Version),0,,,,,
20/20,,0,302.36689,0.50039601,-12.99,4 Day Tornado,101.229,power pop,It Goes On,0,,,,,
JosA(c) Augusto,,0,284.70812,0.429544942,-8.339,Ao Vivo,98.859,latin pop,Pecado De Amor,0,,,,,
Orbital,british,3,327.8624,0.693009204,-6.531,The Altogether,125.975,techno,Illuminate,2001,,,,,
Bone Thugs-N-Harmony / Akon,,0,286.30159,0.81592342,-6.933,Strength & Loyalty,154.09,gangster rap,Never Forget Me,2007,,,,,
Moonsorrow,black metal,1,356.49261,0.646618529,-4.178,Kivenkantaja,124.237,viking metal,Ukkosenjumalan poika,2001,,,,,
N.W.A.,hip hop rnb and dance hall,1,168.75057,0.747708669,-8.91,Straight Outta Compton,97.099,gangster rap,A B***** Is A B***** (Edited),1989,,,,,
Rage Against The Machine,funk metal,2,201.56036,0.783458021,-2.069,Live at the Grand Olympic Auditorium,140.63,rap metal,Kick Out The Jams,2000,,,,,
Jazz Gillum,,0,185.67791,0.362800142,-16.844,Take One More Chance With Me,101.41,chicago blues,Me And My Buddy,0,,,,,
Rise Against,hardcore punk,1,218.8273,0.847081688,-3.803,Revolutions Per Minute,186.254,hardcore punk,Amber Changing,2003,,,,,
Ultraviolence,,0,303.04608,0.499939221,-10.57,Psycho Drama,210.47,gabba,Murder Academy,1995,,,,,
Korn,american,2,224.522,0.829135422,-6.694,Issues,94.057,rap metal,Hey Daddy,1999,,,,,
Sir Neville Marriner,conductor,1,315.27138,0.430024987,-16.753,Britten: Orchestral Works,100.349,requiem,4 Sea Interludes Op. 33a: Storm,0,,,,,
Agnes,,0,275.06893,0.737540403,-4.376,I Need You Now,124.009,europop,I Need You Now,0,,,,,
James Horner,soundtrack,2,191.81669,0.679519208,-38.525,Aliens - The Deluxe Edition,90.084,rock,Atmosphere Station,1986,,,,,
Tantric,,0,177.24036,0.720808698,-1.843,Mind Control,106.698,post-grunge,Walk Away,2009,,,,,
Mastodon,heavy metal,2,233.58649,0.780461749,-3.937,Call of the Mastodon,89.78,alternative metal,Shadows That Move,2001,,,,,
Xcultures,,0,38.3473,0.400433514,-16.006,One World One People,107.177,gabba,Smile,2000,,,,,
The Irish Tenors,,0,100.85832,0.599019959,-19.794,Live From Dublin,152.258,irish folk,Mountains Of Mourne,0,,,,,
U2,irish,3,485.19791,0.843526543,-7.614,Window In The Skies,134.083,dance rock,Kite Live from Sydney,2007,,,,,
Little Joe,,0,239.01995,0.454709911,-10.274,Nuestra TradiciA3n,106.398,soul jazz,Loco (Crazy),0,,,,,
Korn,american,2,288.49587,0.829135422,-5.912,Untitled,160.022,rap metal,Ever Be,2007,,,,,
Blind Blake & The Royal Victoria Hotel Calypsos,ragtime,1,151.53587,0.521712214,-7.108,Bahamian Songs,101.492,country blues,Oh Look Misery,0,,,,,
Percy Faith,,0,160.28689,0.566796475,-15.578,A Jerome Kern Songbook,86.141,instrumental pop,Yesterdays,0,,,,,
Extreme,,0,181.55057,0.717991696,-9.334,Extreme,120.097,funk metal,Teacher's Pet,0,,,,,
Alexandre Desplat,easy listening soundtracks and musicals,1,70.26893,0.609816403,-16.942,L'enquAate corse - bof,128.173,soundtrack,Palmer enquAate,2004,,,,,
Prozak,,0,173.24363,0.621213511,-6.021,Tales From The Sick,88.835,rap,Go To Hell,0,,,,,
Jerry Butler,,0,155.74159,0.589259678,-13.135,Jerry Butler Selected Hits Vol. 4,105.24,chicago soul,Moon River - Original,0,,,,,
Yvette Horner,,0,148.03546,0.411875463,-6.893,L'essentiel 2003,162.385,chanson,La Plus Bath Des Javas,0,,,,,
Delta 9,,0,94.06649,0.586000058,-9.506,No Regrets,109.636,gabba,Infidel,0,,,,,
Placebo,alternative rock,3,241.52771,0.804523521,-7.255,Sleeping With Ghosts,108.264,british pop,English Summer Rain,2003,,,,,
Tam Tam Go!,spanish,1,226.82077,0.515044056,-7.684,Miscelanea,119.524,pop rock,Spanish Shuffle (Album Version),0,,,,,
Gertrudis,,0,106.52689,0.444926413,-12.385,500,97.76,big beat,Intro,2009,,,,,
Warrior King,,0,224.28689,0.588370653,-4.779,Virtuous Woman,241.877,roots reggae,Empress So Divine,2002,,,,,
Soda Stereo,rock en espanol,1,340.29669,0.711165787,-11.356,De Musica Ligera,91.328,rock,Terapia De Amor Intensiva,1988,,,,,
LORE,,0,216.55465,0.510794577,-8.147,My Soul Speaks,130.062,trip hop,Haunting,0,,,,,
Soul Asylum,american underground,1,279.2224,0.690080124,-6.582,Candy From A Stranger,68.734,hard rock,Lies Of Hate,1998,,,,,
Carl Doy with NZSO,,0,158.56281,0.342558954,-16.527,Music For Christmas Lovers,94.658,progressive house,The First Noel,0,,,,,
Horace Andy,classic pop and rock,1,234.44853,0.626436382,-10.173,Exclusively,102.055,roots reggae,Musical Episode,2005,,,,,
Jimmy Wakely,,0,155.95057,0.39413854,-14.123,Country Masters Vol 1,109.065,classic country,Beautiful Brown eyes,2001,,,,,
The Nightraver & The Magican,,0,233.53424,0.341937434,-5.483,Ultimate Happy Hardcore 3,184.981,gabba,Drop the Bass,0,,,,,
Rah Digga (Featuring Outsidaz),,0,256.80934,0.583231605,-7.307,Dirty Harriet,201.802,hip hop,The Last Word (Amended Version),2000,,,,,
RUN-DMC,hip-hop,1,234.65751,0.686988955,-12.75,Run DMC,119.67,hip hop,Hard Times,1984,,,,,
Bert Kaempfert And His Orchestra,,0,163.76118,0.386291901,-10.328,Love That Bert Kaempfert,105.181,orchestra,Just As Much As Ever,0,,,,,
Hank Locklin,,0,159.03302,0.635757022,-9.668,Please Help Me I'm Fallin',165.668,honky tonk,Filipino Baby,0,,,,,
Lady May,,0,214.04689,0.418610662,-5.444,Pink Chokolate!,188.056,hip hop,The Boss,0,,,,,
Nightwish,finnish,5,301.06077,0.808784962,-4.144,Made In Hong Kong (And In Various Other Places),143.97,sympho black metal,Escapist,2007,,,,,
Angelo Badalamenti,soundtrack,3,109.37424,0.698770478,-18.349,Blue Velvet,61.883,chill-out,Jeffrey's Dark Side,1987,,,,,
Frank Chacksfield,production music,1,151.82322,0.446256667,-20.964,Windsor Strings,0,orchestra,Someone to Watch Over Me,0,,,,,
Cesar Camargo Mariano/Helio Delmiro,,0,287.11138,0.332148785,-11.877,Samambaia,163.167,latin jazz,Milagre Dos Peixes/ Musica Incidental: Cais/ Music Incidental: San Vicente,0,,,,,
Buzzhorn,,0,239.98649,0.473626728,-5.627,Disconnected,144.836,post-grunge,Pinned To The Ground (album version),2002,,,,,
Silverstein,,0,229.642,0.80113645,-1.998,Discovering The Waterfront,108.499,post-hardcore,Always And Never (Album Version),2005,,,,,
!!!,sillyname,1,143.98649,0.609538992,-7.901,Myth Takes,193.978,dance-punk,Myth Takes,2007,,,,,
The Secret Life of Teenage Girls,,0,153.20771,0.062570763,-8.798,The Last Living American Marxists,88.935,grindcore,Carpe PM,0,,,,,
The Notorious B.I.G.,hip hop rnb and dance hall,1,316.65587,0.668509447,-5.934,Greatest Hits,91.69,gangster rap,Who Shot Ya (Amended Album Version),2007,,,,,
Led Zeppelin,hard rock,6,182.09914,0.787098356,-10.7,Coda,210.8,blues-rock,Poor Tom (Album Version),1982,,,,,
Sandi Thom,uk,1,205.21751,0.655359115,-4.332,The Pink & The Lily,82.205,british pop,Wounded Hearts,2008,,,,,
Carl Belew,,0,131.05587,0.305523628,-15.672,20 Greatest Hits,121.563,rockabilly,Love's Been Good To Me,0,,,,,
The Field Mice,classic pop and rock,1,316.73424,0.60542429,-15.54,Coastal,162.682,twee pop,When Morning Comes To Town,1989,,,,,
Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas,jazz,1,431.64689,0.426683814,-14.621,Once More,106.219,hard bop,Estate,0,,,,,
Catherine Howe,,0,183.37914,0.421792253,-11.428,Harry / Silent Mother Nature,172.337,chill-out,Freedom Enough (From Silent Mother Nature),0,,,,,
Malkit Singh,bhangra,1,324.51873,0.483243067,-11.273,Hai Shava,210.305,broken beat,Hai Shava,1993,,,,,
Rodney O & Joe Cooley,,0,172.01587,0.415784608,-9.745,Get Ready To Roll,175.393,miami bass,Nutty Block,1991,,,,,
Dean Martin,big band,1,165.66812,0.708439814,-10.917,Love From&The Rat Pack,128.459,vocal,Until You Love Someone,2005,,,,,
Strata,,0,377.67791,0.612837504,-21.787,STRATA,109.671,post-grunge,Part One From Triomusic,2004,,,,,
James Darren,,0,145.00526,0.489280179,-14.449,Love Among The Young,141.024,brill building pop,Hello Young Lovers (LP Version),0,,,,,
Till West & DJ Delicious,,0,153.28608,0.564512291,-7.535,Ministry of Sound Presents 100,125.558,funky house,Same Man,2006,,,,,
Carlos NuA+-ez,,0,215.35302,0.535702528,-10.918,Cinema Do Mar,211.327,flamenco,Quiero Ir Ao Mar,2005,,,,,
Igor Stravinsky,,0,156.70812,0.633258331,-21.25,Essential Igor Stravinsky,147.637,ballet,The Owl and the Pussy-cat,0,,,,,
Gene Clark,,0,168.38485,0.685125411,-12.77,Echoes,98.49,country rock,Set You Free This Time,1998,,,,,
Maysa,brazilian,1,150.25587,0.616436885,-15.574,Talento,137.673,brazilian pop music,Bloco Da Solidao (1996 Digital Remaster),0,,,,,
The Shirelles,american,2,159.76444,0.66229871,-9.79,Dreamboats & Petticoats 2,68.283,doo-wop,Will You Love Me Tomorrow,1960,,,,,
The American Boychoir,,0,230.26893,0.409827635,-32.017,Voices of Angles - Christmas Favorites from the American Boychoir,0,j pop,Stille nacht_ heilige nacht,0,,,,,
JDS,,0,465.60608,0.487220327,-5.533,Cream Trance Anthems Ibiza 2009,134.014,happy hardcore,Nine Ways,0,,,,,
Panic At The Disco,pop and chart,1,247.77098,0.842368944,-8.901,Northern Downpour,85.157,pop punk,Northern Downpour (Album Version),0,,,,,
Jan Howard,,0,165.98159,0.44240829,-15.915,Love Is A Sometimes Thing,86.162,classic country,Bad Seed,0,,,,,
Abraham Laboriel,,0,368.16934,0.362358559,-8.489,Guidum,93.106,jazz,Exchange,1995,,,,,
"MichA""le Arnaud",french,1,176.27383,0.368134445,-13.366,Disque PathA(c),49.262,chanson,Marie D'Aquitaine,0,,,,,
Sticky Fingaz,,0,266.4224,0.542512528,-5.947,Oh My God,80.149,hip hop,Oh My God,2000,,,,,
Dame Joan Sutherland / New Philharmonia Orchestra / Richard Bonynge,,0,111.0722,0.384563593,-13.826,A Classic Christmas,82.422,bel canto,Joy To The World,0,,,,,
The Jeff Healey Band,classic pop and rock,1,313.7824,0.716854352,-11.488,Road House,107.197,blues-rock,Hoochie Coochie Man,1989,,,,,
Angela Dimitriou,,0,265.37751,0.264713987,-9.28,Thisia Live,124.177,pop folk,Ftei O Erotas,0,,,,,
Danny Wilson,classic pop and rock,1,167.20934,0.559991415,-7.928,Bebop Moptop,196.034,british pop,The Second Summer Of Love,1989,,,,,
Lionel Rogg,,0,240.61342,0.320855383,-14.367,Bach: Organ Works Vol.2,64.401,early music,Prelude And Fugue In C Major BWV 531 : Fugue,0,,,,,
Java,,0,356.41424,0.625157654,-7.598,Dance Tribute to Lady Gaga Vs Black Eyed Peas,130.861,musette,Don't Phunk With My Heart,0,,,,,
SWAMI featuring Asuivre,desi,1,260.28363,0.679654239,-2.939,EQUALIZE,90.008,downtempo,Give It What U Got,2007,,,,,
The Black Velvet Band,,0,256.39138,0.353911957,-8.632,King Of Myself,122.174,irish folk,Dancing To A Standstill,0,,,,,
Lisa Lynne,,0,316.49914,0.6051397,-14.544,Seasons Of The Soul,95.981,chill-out,Isla del Luna,1999,,,,,
Pe'z,,0,252.57751,0.530791489,-7.605,Realive Tour 2002 -Odoranya Son Son- in Tokyo,75.955,argentine rock,Spirit,0,,,,,
Shawn Colvin,folk,2,224.60036,0.68550363,-13.256,Steady On,210.871,country rock,Another Long One,1989,,,,,
Stephy Tang,hong kong,1,214.12526,0.37248425,-7.225,Music Cafe,105.196,cantonese pop,Leng Jing,0,,,,,
Casual,,0,259.44771,0.581793766,-8.422,The Building,106.689,hip hop,OAKtown,0,,,,,
Backstreet Boys,american,2,236.25098,0.851417629,-5.12,Just Want You To Know,112.787,teen pop,Larger Than Life,1999,,,,,
Tiny Tim,,0,43.36281,0.593496044,-23.996,Live! At The Royal Albert Hall,93.779,cabaret,I Hold Your Hand In Mine [Live At Royal Albert Hall],2000,,,,,
Kenny G featuring Daryl Hall,jazz,1,236.93016,0.751629597,-8.041,At Last... The Duets Album,89.865,instrumental pop,Baby Come To Me,0,,,,,
Christos Dantis,,0,243.82649,0.480752276,-10.957,Daktilika Apotipomata,133.339,pop rock,Den Pai Alo,0,,,,,
David Martin,,0,241.47546,0.637533386,-14.835,A Christian Christmas Celebration (Gift of Love),98.718,screamo,It Wont Be Christmas,0,,,,,
John Davis,,0,183.17016,0.545435239,-22.289,Leave Home,74.072,jazz fusion,Knocked Out Of The Park,0,,,,,
Trafik,,0,424.12363,0.596845852,-10.683,Salt In NYC,130.006,progressive house,Salt In NYC,0,,,,,
Nick Ingman,Gavyn Wright,production music,0.33394,2.235,-0.12714,282933,0.33394,104.394,0.452,Wessex Loses a Bride,0,,,,
Eddie Calvert,uk,1,138.63138,0.421187326,-9.672,Oh Mein Papa,159.587,cool jazz,Erica (2005 Digital Remaster),0,,,,,
Glad,a cappella,1,270.602,0.524265131,-10.754,Simply Glad,192.702,ccm,Blessed Assurance,1993,,,,,
Steel Rain,,0,173.19138,0.018917567,-8.372,Trial and Error,98.11,country rock,Loaded Like A Gun,0,,,,,
Los Manolos,,0,218.38322,0.47013483,-4.37,Rumbas Sin Fronte Ras,118.595,flamenco,Rumba De Barcelona,0,,,,,
Gloriana,,0,153.33832,0.73699197,-15.599,Il meglio di Gloriana,143.601,teen pop,"Clementina SantafA""",0,,,,,
Bombay Rockers,,0,230.71302,0.531757816,-6.358,Wild Rose,81.319,bhangra,Wild Rose (Back 2 Basics Mix),0,,,,,
Jinx,,0,407.37914,0.556566973,-7.884,Kutt Free,89.345,breakbeat,Kutt Free (DJ Volume Remix),0,,,,,
Chase & Status,hip hop rnb and dance hall,1,337.68444,0.654594982,-5.134,Ten Tonne EP,174.993,breakbeat,Ten Tonne,2005,,,,,
Tom Petty,classic pop and rock,1,236.17261,0.779838092,-4.954,Wildflowers,129.122,heartland rock,A Higher Place (Album Version),1994,,,,,
Montserrat CaballA(c),Placido Domingo,Vicente Sardinero,1,2.2856,8,-63.9333578685,,SOBAYLL12A8C138AF9,86.666,symphonic rock,0.932296176,3,0.558,Sono andati? Fingevo di dormire,0
Pucho & His Latin Soul Brothers,,0,338.23302,0.44259318,-15.672,Mucho Pucho,231.867,latin jazz,Got My Mojo Workin,0,,,,,
Soul Mekanik,,0,45.66159,0.490009428,-21.593,Get Your Head Stuck On Your Neck,190.698,tech house,Get Your Head Stuck On Your Neck,0,,,,,
Mitch Ryder,rock,1,207.43791,0.476747681,-11.255,American Legend,97.538,blues-rock,Jenny Take a Ride,2004,,,,,
Blingtones,,0,29.54404,0.021492905,-11.494,Sonneries tyroliennes,95.225,turnablism,Sonnerie lalaleulA(c) hi houuu,0,,,,,
Luna Orbit Project,,0,335.51628,0.420966667,-7.427,Northern Blue,139.993,club,Midnight Star,0,,,,,
Danilo Perez,,0,197.19791,0.331874147,-16.113,. . . Till Then,159.233,latin jazz,Native Soul,2003,,,,,
Line Renaud,,0,152.92036,0.470212296,-9.843,Platinum Line Renaud,124.75,chanson,Der Kleine Dompfaff,0,,,,,
King Curtis,,0,326.00771,0.575674219,-17.492,Live At Fillmore West [w/bonus tracks],100.415,instrumental rock,A Whiter Shade Of Pale (Live @ Fillmore West),0,,,,,
Sophie B. Hawkins,,0,305.162,0.713274972,-6.301,Whaler,105.003,ballad,The Ballad Of Sleeping Beauty,1994,,,,,
Lupe Fiasco,hip hop rnb and dance hall,1,279.97995,0.902062927,-6.294,Lupe Fiasco's The Cool,110.218,hip hop,Streets On Fire (Explicit Album Version),0,,,,,
Wilks,,0,261.51138,0.351182454,-7.64,Tears,88.973,hip hop,Music is what we love,0,,,,,
Marc Shaiman,composer,1,149.86404,0.510010871,-18.341,The Bucket List,134.566,soundtrack,City Slickers,2008,,,,,
40 Grit,,0,75.67628,0.451977717,-22.752,Nothing To Remember,186.882,nu metal,Intro,2003,,,,,
Gwen Stefani,ska punk,1,290.55955,0.837872047,-4.169,Love Angel Music Baby,113.995,rock,Harajuku Girls,2004,,,,,
Steve Morse,,0,363.85914,0.589903022,-6.977,Major Impacts,90.199,blues-rock,Prognosis,2000,,,,,
Bitter End,,0,282.43546,0.602868067,-14.041,Harsh Realities,111.032,stoner metal,Living Hell,0,,,,,
Ethel Merman,,0,135.31383,0.493593024,-16.994,Gypsy (Original Broadway Cast),124.184,vaudeville,Small World,0,,,,,
Leon Russell & New Grass Revival,,0,221.30893,0.634227165,-12,New Grass Revival With Leon Russell Live,157.746,blues-rock,Truck Driving Man/Down In The Caribbean,0,,,,,
Story Of The Year,,0,75.57179,0.806762596,-7.626,Live In The Lou,100.032,screamo,Swallow The Knife (Live) (Segue),2005,,,,,
Natural Elements,,0,338.1024,0.44802055,-6.318,Lyricist Lounge Vol. 1,185.88,hip hop,Mayday,1998,,,,,
Lisa Lynne,,0,298.10893,0.6051397,-12.811,Daughters Of the Celtic Moon: A Windham Hill Collection featuring Lisa Lynne,94.031,chill-out,Lake Of Dreams,1998,,,,,
Neil Sedaka,classic pop and rock,1,170.84036,0.720842183,-9.448,Love Songs,76.013,brill building pop,Because Of You,1999,,,,,
Maurice Larcange,,0,215.37914,0.360241801,-10.398,Joue Legrand & Becaud,133.553,chanson,Un Peu D'Amour Et D'AmitiA(c),0,,,,,
A Static Lullaby,,0,213.49832,0.758678715,-5.537,Rattlesnake!,202.233,post-hardcore,Rattlesnake!,2008,,,,,
John Wesley_ John Wesley,,0,351.08526,0.560557984,-7.513,Chasing Monsters,133.405,disco,Disappeared,0,,,,,
Coph Nia,,0,658.02404,0.56246685,-17.16,That Which Remains,116.819,dark ambient,DoppelgA$?nger [Qliphothic Phantasmagoria],2000,,,,,
Tabu feat. Mitzib,,0,474.61832,0.578881704,-9.788,Ain't No Love (Ain't No Use),127.887,cumbia,Ain't No Love Ain't No Use (Love To Infinity Full Funk Mix),0,,,,,
Nights Like These,,0,305.89342,0.628886848,-4.053,The Faithless,124.872,doom metal,Ghost Town Rituals (Album Version),2006,,,,,
Oasis,,0,301.92281,0.834564098,-3.159,Stop The Clocks,136.948,british pop,Morning Glory,0,,,,,
John Davis & Emma Doyle,,0,135.52281,0,-13.781,Santa Claus Is Coming To Town,169.878,jazz fusion,Rudolph The Red-Nosed Reindeer,0,,,,,
Stew,,0,179.9571,0.541077953,-10.968,Something Deeper Than These Changes,100.621,cabaret,Tomorrow Gone,2003,,,,,
Jauida,,0,269.76608,0.53915621,-6.996,Ocean,101.01,male vocalist,I don't Want to Be Alone Tonight,0,,,,,
Eddy Arnold,,0,166.16444,0.56412895,-14.014,Number Ones,157.779,honky tonk,Just A Little Lovin' (Will Go A Long Way),1967,,,,,
All Time Low,,0,221.67465,0.842431482,-2.838,So Wrong_ It's Right,91.483,pop punk,Shameless,2007,,,,,
Brian Dullaghan,,0,212.94975,0.29143326,-15.046,Songs For A Wedding - 18 Songs For That Special Day,99.109,irish folk,And I Love You So,0,,,,,
Richard Galliano,,0,261.74649,0.571422802,-15.008,French Touch,76.296,tango,L' Envers Du DA(c)cor,1999,,,,,
Regina Belle,,0,307.33016,0.566024302,-8.916,Passion,92.672,vocal jazz,Quiet Time,1993,,,,,
Debbie Davies,,0,225.67138,0.528835698,-6.908,Round Every Corner,116.984,blues-rock,Little Sister,1998,,,,,
STEVE CAMP,,0,296.14975,0.527078764,-9.371,The Definitive Collection,139.07,ccm,Song For Mom (LP Version),0,,,,,
Jay Tee & Baby Bash,,0,203.67628,0.662945434,-5.234,The Camp Is Back,98.983,hard house,All Over Me,0,,,,,
The Stolen Minks,,0,56.42404,0.501125001,-2.704,High Kicks,123.695,dance rock,I Hate You,0,,,,,
Daath,metal,2,230.86975,0.473963333,-3.325,The Hinderers,97.151,technical death metal,From The Blind (LP Version),2006,,,,,
Extasick,,0,134.03383,0.416985865,-8.933,Extasick and This Dirty Musick,91.459,digital hardcore,Misanthrope,0,,,,,
UFO,latvian,1,212.61016,0.681130242,-8.548,The Official Bootleg Box Set,116.11,heavy metal,Chains Chains (Live In Hammersmith),0,,,,,
